dictionary,hiragana,meaning,type,transitivity,negative,polite,conditional,volitional,te,past,negativePast,passive,causative,potential,imperative
得る,える,"to get, to obtain",ichidan,-,得ない,得ます,得れば,得よう,得て,得た,得なかった,得なれる,得させる,得られる,得ろ
増える,ふえる,to increase,ichidan,-,増えない,増えます,増えれば,増えよう,増えて,増えた,増えなかった,増えなれる,増えさせる,増えられる,増えろ
含める,ふくめる,"to include, to contain",ichidan,-,含めない,含めます,含めれば,含めよう,含めて,含めた,含めなかった,含めなれる,含めさせる,含められる,含めろ
触れる,ふれる,to touch,ichidan,-,触れない,触れます,触れれば,触れよう,触れて,触れた,触れなかった,触れなれる,触れさせる,触れられる,触れろ
ふざける,ふざける,"to joke, to play pranks",ichidan,-,ふざけない,ふざけます,ふざければ,ふざけよう,ふざけて,ふざけた,ふざけなかった,ふざけなれる,ふざけさせる,ふざけられる,ふざけろ
生える,はえる,"to grow, to sprout",ichidan,-,生えない,生えます,生えれば,生えよう,生えて,生えた,生えなかった,生えなれる,生えさせる,生えられる,生えろ
映える,はえる,"to shine, to glow",ichidan,-,映えない,映えます,映えれば,映えよう,映えて,映えた,映えなかった,映えなれる,映えさせる,映えられる,映えろ
始める,はじめる,"to start, to begin",ichidan,-,始めない,始めます,始めれば,始めよう,始めて,始めた,始めなかった,始めなれる,始めさせる,始められる,始めろ
はめる,はめる,to wear (a ring),ichidan,-,はめない,はめます,はめれば,はめよう,はめて,はめた,はめなかった,はめなれる,はめさせる,はめられる,はめろ
離れる,はなれる,to be sparated,ichidan,-,離れない,離れます,離れれば,離れよう,離れて,離れた,離れなかった,離れなれる,離れさせる,離れられる,離れろ
跳ねる,はねる,to jump,ichidan,-,跳ねない,跳ねます,跳ねれば,跳ねよう,跳ねて,跳ねた,跳ねなかった,跳ねなれる,跳ねさせる,跳ねられる,跳ねろ
晴れる,はれる,to clear up,ichidan,-,晴れない,晴れます,晴れれば,晴れよう,晴れて,晴れた,晴れなかった,晴れなれる,晴れさせる,晴れられる,晴れろ
腫れる,はれる,to swell,ichidan,-,腫れない,腫れます,腫れれば,腫れよう,腫れて,腫れた,腫れなかった,腫れなれる,腫れさせる,腫れられる,腫れろ
外れる,はずれる,to miss,ichidan,-,外れない,外れます,外れれば,外れよう,外れて,外れた,外れなかった,外れなれる,外れさせる,外れられる,外れろ
冷える,ひえる,"to get cold, to cool down",ichidan,-,冷えない,冷えます,冷えれば,冷えよう,冷えて,冷えた,冷えなかった,冷えなれる,冷えさせる,冷えられる,冷えろ
引き受ける,ひきうける,"to undertake, to take charge",ichidan,-,引き受けない,引き受けます,引き受ければ,引き受けよう,引き受けて,引き受けた,引き受けなかった,引き受けなれる,引き受けさせる,引き受けられる,引き受けろ
広げる,ひろげる,"to spread, to extend",ichidan,-,広げない,広げます,広げれば,広げよう,広げて,広げた,広げなかった,広げなれる,広げさせる,広げられる,広げろ
吠える,ほえる,"to bark, to howl",ichidan,-,吠えない,吠えます,吠えれば,吠えよう,吠えて,吠えた,吠えなかった,吠えなれる,吠えさせる,吠えられる,吠えろ
褒める,ほめる,to praise,ichidan,-,褒めない,褒めます,褒めれば,褒めよう,褒めて,褒めた,褒めなかった,褒めなれる,褒めさせる,褒められる,褒めろ
虐める,いじめる,"to tease, to bully",ichidan,-,虐めない,虐めます,虐めれば,虐めよう,虐めて,虐めた,虐めなかった,虐めなれる,虐めさせる,虐められる,虐めろ
生ける,いける,to arrange (flowers),ichidan,-,生けない,生けます,生ければ,生けよう,生けて,生けた,生けなかった,生けなれる,生けさせる,生けられる,生けろ
生きる,いきる,to live,ichidan,-,生きない,生きます,生きれば,生きよう,生きて,生きた,生きなかった,生きなれる,生きさせる,生きられる,生きろ
入れる,いれる,"to put in, to include",ichidan,-,入れない,入れます,入れれば,入れよう,入れて,入れた,入れなかった,入れなれる,入れさせる,入れられる,入れろ
いる,いる,"to be, to stay",ichidan,-,いない,います,いれば,いよう,いて,いた,いなかった,いなれる,いさせる,いられる,いろ
変える,かえる,to change,ichidan,-,変えない,変えます,変えれば,変えよう,変えて,変えた,変えなかった,変えなれる,変えさせる,変えられる,変えろ
代える,かえる,"to substitute, to replace",ichidan,-,代えない,代えます,代えれば,代えよう,代えて,代えた,代えなかった,代えなれる,代えさせる,代えられる,代えろ
抱える,かかえる,to hold,ichidan,-,抱えない,抱えます,抱えれば,抱えよう,抱えて,抱えた,抱えなかった,抱えなれる,抱えさせる,抱えられる,抱えろ
隠れる,かくれる,to hide,ichidan,-,隠れない,隠れます,隠れれば,隠れよう,隠れて,隠れた,隠れなかった,隠れなれる,隠れさせる,隠れられる,隠れろ
考える,かんがえる,"to think, to consider",ichidan,-,考えない,考えます,考えれば,考えよう,考えて,考えた,考えなかった,考えなれる,考えさせる,考えられる,考えろ
感じる,かんじる,to feel,ichidan,-,感じない,感じます,感じれば,感じよう,感じて,感じた,感じなかった,感じなれる,感じさせる,感じられる,感じろ
枯れる,かれる,to wither,ichidan,-,枯れない,枯れます,枯れれば,枯れよう,枯れて,枯れた,枯れなかった,枯れなれる,枯れさせる,枯れられる,枯れろ
借りる,かりる,"to borrow, to rent",ichidan,-,借りない,借ります,借りれば,借りよう,借りて,借りた,借りなかった,借りなれる,借りさせる,借りられる,借りろ
重ねる,かさねる,to pile up,ichidan,-,重ねない,重ねます,重ねれば,重ねよう,重ねて,重ねた,重ねなかった,重ねなれる,重ねさせる,重ねられる,重ねろ
片付ける,かたずける,"to put in order, to tidy up",ichidan,-,片付けない,片付けます,片付ければ,片付けよう,片付けて,片付けた,片付けなかった,片付けなれる,片付けさせる,片付けられる,片付けろ
数える,かぞえる,to count,ichidan,-,数えない,数えます,数えれば,数えよう,数えて,数えた,数えなかった,数えなれる,数えさせる,数えられる,数えろ
消える,きえる,"to go out, to disappear",ichidan,-,消えない,消えます,消えれば,消えよう,消えて,消えた,消えなかった,消えなれる,消えさせる,消えられる,消えろ
聞こえる,きこえる,"to can hear, to audible",ichidan,-,聞こえない,聞こえます,聞こえれば,聞こえよう,聞こえて,聞こえた,聞こえなかった,聞こえなれる,聞こえさせる,聞こえられる,聞こえろ
決める,きめる,"to decide, to choice",ichidan,-,決めない,決めます,決めれば,決めよう,決めて,決めた,決めなかった,決めなれる,決めさせる,決められる,決めろ
切れる,きれる,"to cut off, to expire, to  be sharp",ichidan,-,切れない,切れます,切れれば,切れよう,切れて,切れた,切れなかった,切れなれる,切れさせる,切れられる,切れろ
着る,きる,"to wear, to put on",ichidan,-,着ない,着ます,着れば,着よう,着て,着た,着なかった,着なれる,着させる,着られる,着ろ
越える,こえる,"to cross, to pass",ichidan,-,越えない,越えます,越えれば,越えよう,越えて,越えた,越えなかった,越えなれる,越えさせる,越えられる,越えろ
肥える,こえる,"to be fertile, to get fat",ichidan,-,肥えない,肥えます,肥えれば,肥えよう,肥えて,肥えた,肥えなかった,肥えなれる,肥えさせる,肥えられる,肥えろ
焦げる,こげる,to burn,ichidan,-,焦げない,焦げます,焦げれば,焦げよう,焦げて,焦げた,焦げなかった,焦げなれる,焦げさせる,焦げられる,焦げろ
答える,こたえる,to answer,ichidan,-,答えない,答えます,答えれば,答えよう,答えて,答えた,答えなかった,答えなれる,答えさせる,答えられる,答えろ
壊れる,こわれる,to break,ichidan,-,壊れない,壊れます,壊れれば,壊れよう,壊れて,壊れた,壊れなかった,壊れなれる,壊れさせる,壊れられる,壊れろ
砕ける,くだける,"to be smashed, to be crushed",ichidan,-,砕けない,砕けます,砕ければ,砕けよう,砕けて,砕けた,砕けなかった,砕けなれる,砕けさせる,砕けられる,砕けろ
組み合わせる,くみあわせる,to combine,ichidan,-,組み合わせない,組み合わせます,組み合わせれば,組み合わせよう,組み合わせて,組み合わせた,組み合わせなかった,組み合わせなれる,組み合わせさせる,組み合わせられる,組み合わせろ
組み立てる,くみたてる,to assemble,ichidan,-,組み立てない,組み立てます,組み立てれば,組み立てよう,組み立てて,組み立てた,組み立てなかった,組み立てなれる,組み立てさせる,組み立てられる,組み立てろ
比べる,くらべる,to compare,ichidan,-,比べない,比べます,比べれば,比べよう,比べて,比べた,比べなかった,比べなれる,比べさせる,比べられる,比べろ
くれる,くれる,to give,ichidan,-,くれない,くれます,くれれば,くれよう,くれて,くれた,くれなかった,くれなれる,くれさせる,くれられる,くれろ
暮れる,くれる,to get dark,ichidan,-,暮れない,暮れます,暮れれば,暮れよう,暮れて,暮れた,暮れなかった,暮れなれる,暮れさせる,暮れられる,暮れろ
苦しめる,くるしめる,"to torment, to torture",ichidan,-,苦しめない,苦しめます,苦しめれば,苦しめよう,苦しめて,苦しめた,苦しめなかった,苦しめなれる,苦しめさせる,苦しめられる,苦しめろ
くたびれる,くたびれる,to be tired,ichidan,-,くたびれない,くたびれます,くたびれれば,くたびれよう,くたびれて,くたびれた,くたびれなかった,くたびれなれる,くたびれさせる,くたびれられる,くたびれろ
加える,くわえる,"to add, to increase",ichidan,-,加えない,加えます,加えれば,加えよう,加えて,加えた,加えなかった,加えなれる,加えさせる,加えられる,加えろ
咥える,くわえる,to chewing,ichidan,-,咥えない,咥えます,咥えれば,咥えよう,咥えて,咥えた,咥えなかった,咥えなれる,咥えさせる,咥えられる,咥えろ
